run_date,seed,target,cutoff,analysis_date,maturity_rule,validation_start,lightgbm_best_iteration,model,cohort,review_fraction,sample_count,positive_count,prevalence,pr_auc,roc_auc,top_k,precision_at_k,recall_at_k,source
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,base_rate,test_all,0.05,9293,522,0.056171312,0.056171312,0.500000000,465,0.049462366,0.044061303,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,base_rate,test_seen,0.05,7085,292,0.041213832,0.041213832,0.500000000,355,0.056338028,0.068493151,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,base_rate,test_cold_start,0.05,2208,230,0.104166667,0.104166667,0.500000000,111,0.027027027,0.013043478,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,logistic_instrument,test_all,0.05,9293,522,0.056171312,0.073725048,0.401880369,465,0.094623656,0.084291188,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,logistic_instrument,test_seen,0.05,7085,292,0.041213832,0.095523921,0.566422879,355,0.118309859,0.143835616,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,logistic_instrument,test_cold_start,0.05,2208,230,0.104166667,0.068185646,0.215837253,111,0.027027027,0.013043478,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,lightgbm_instrument_company,test_all,0.05,9293,522,0.056171312,0.464982087,0.912763609,465,0.490322581,0.436781609,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,lightgbm_instrument_company,test_seen,0.05,7085,292,0.041213832,0.432097854,0.899554386,355,0.346478873,0.421232877,notebooks/02_project/02_tabular_baselines.ipynb
2026-08-01,42,has_impairment1,2018-04-30,2018-12-18,positive_or_closed,2017-12-05,202,lightgbm_instrument_company,test_cold_start,0.05,2208,230,0.104166667,0.386868937,0.904369807,111,0.288288288,0.139130435,notebooks/02_project/02_tabular_baselines.ipynb
